rank_nb2,rank_nb1,cid,smi_rdkit,inchikey,iupac,mw,logp,tpsa,n_hbd,n_hba,n_rotb,n_rings,n_aldehyde,n_ketone,n_electrophile,n_carbonyl,n_fluorine,n_alpha_h,qed,category,ani_energy,elec_proxy,method,conformer_ok,nb2_score
89,152,19784777,O=CCC(=O)C=O,OWIMZZMOFXSCLT-UHFFFAOYSA-N,2-oxobutanedial,100.07299999999998,-0.6566000000000001,51.21,0,3,3,0,3,2,3,3,0,1,0.2686269234565905,Dialdehyde (aliphatic),-380.36297607421875,17.15758174266583,ani2x_gasteiger,True,62.422934571571886
90,104,152509291,O=CCC(C=O)C(F)(F)F,YFDKCQSZTUVFRH-UHFFFAOYSA-N,2-(trifluoromethyl)butanedial,154.087,0.9528,34.14,0,2,3,0,2,2,2,2,3,1,0.5669371055885045,Fluoro-dialdehyde,-643.3541870117188,12.63141089983732,ani2x_gasteiger,True,62.068767727262795
91,131,20303527,O=CC(F)C=O,RWXXZBHAXXHXLC-UHFFFAOYSA-N,2-fluoropropanedial,90.05300000000001,-0.2776999999999999,34.14,0,2,2,0,2,2,2,2,1,0,0.3449943860285568,Fluoro-dialdehyde,-366.2742614746094,16.101277913723365,ani2x_gasteiger,True,61.89113022147616
92,144,20652894,CC(=O)CC(=O)C=O,XHTYNUBGBUBFOA-UHFFFAOYSA-N,"2,4-dioxopentanal",114.09999999999998,-0.2664999999999999,51.21,0,3,3,0,3,3,3,3,0,0,0.2881609177618762,Dialdehyde (aliphatic),-419.6815490722656,17.495097830415816,ani2x_gasteiger,True,60.995231789724514
93,116,12039955,CC(=O)C(F)C=O,QNOFTPXCBZCDSX-UHFFFAOYSA-N,2-fluoro-3-oxobutanal,104.08,0.1123999999999999,34.14,0,2,2,0,2,3,2,2,1,0,0.3678421946698121,Fluoro-dialdehyde,-405.5931091308594,16.601148308044944,ani2x_gasteiger,True,59.77666404211966
94,24,88404419,O=CC(F)C(F)C=O,YLPUHWUKZQWAND-UHFFFAOYSA-N,"2,3-difluorobutanedial",122.07,0.0604,34.14,0,2,3,0,2,2,2,2,2,0,0.495815665951424,Fluoro-dialdehyde,-504.790283203125,15.714497647693737,ani2x_gasteiger,True,58.5272218977438
95,17,22094685,O=CCC(F)(F)C=O,CJOVHHWWGDVBEL-UHFFFAOYSA-N,"2,2-difluorobutanedial",122.07,0.4095999999999999,34.14,0,2,3,0,2,2,2,2,2,1,0.5078092930149835,Fluoro-dialdehyde,-504.80859375,15.749244356239018,ani2x_gasteiger,True,58.38024231884182
96,25,11626652,CC(=O)C(F)C(C)=O,LELFVORHOKZNGY-UHFFFAOYSA-N,"3-fluoropentane-2,4-dione",118.107,0.5025,34.14,0,2,2,0,2,4,2,2,1,0,0.4946609424158986,Fluoro-dialdehyde,-444.9115295410156,17.100977528355894,ani2x_gasteiger,True,57.66237203001518
97,183,71361688,O=CC(O)(O)C=O,IEDXNGVLHRLZTB-UHFFFAOYSA-N,"2,2-dihydroxypropanedial",104.06099999999998,-1.9349,74.60000000000001,2,4,2,0,2,2,2,2,0,0,0.2427432439249521,Dialdehyde (aliphatic),-417.46929931640625,18.615590754097187,ani2x_gasteiger,True,56.25551441848859
98,149,880,CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,2-oxopropanal,72.063,-0.2257,34.14,0,2,1,0,2,1,2,2,0,0,0.3166057628389017,Dialdehyde (aliphatic),-267.07904052734375,18.82535062680742,ani2x_gasteiger,True,55.368224109499856
99,123,145744,CCC(=O)C=O,RWHQMRRVZJSKGX-UHFFFAOYSA-N,2-oxobutanal,86.08999999999999,0.1644,34.14,0,2,2,0,2,1,2,2,0,0,0.3541944918606196,Dialdehyde (aliphatic),-306.3835754394531,18.97937009819117,ani2x_gasteiger,True,54.7167173051305
100,78,21107300,O=CCC(=O)C(F)F,JDNXWZINWVTBQI-UHFFFAOYSA-N,"4,4-difluoro-3-oxobutanal",122.07,0.4095999999999999,34.14,0,2,3,0,2,3,2,2,2,1,0.4009800869067413,Fluoro-dialdehyde,-504.81109619140625,16.619303111908867,ani2x_gasteiger,True,54.69986869836818
101,93,123249,CCCC(=O)C=O,GDTHVMAIBQVUMV-UHFFFAOYSA-N,2-oxopentanal,100.11699999999998,0.5545,34.14,0,2,3,0,2,1,2,2,0,0,0.3831964985572301,Dialdehyde (aliphatic),-345.68768310546875,18.99315670156537,ani2x_gasteiger,True,54.65839957538675
102,72,142755,CCCCC(=O)C=O,QHOSFZIXOKVGHK-UHFFFAOYSA-N,2-oxohexanal,114.14399999999998,0.9446,34.14,0,2,4,0,2,1,2,2,0,0,0.4024203395303486,Dialdehyde (aliphatic),-384.9924011230469,18.99367921191698,ani2x_gasteiger,True,54.65618934153534
103,75,167604,CC(C)CC(=O)C=O,OPIPDUFGXKXYLW-UHFFFAOYSA-N,4-methyl-2-oxopentanal,114.14399999999998,0.8005,34.14,0,2,3,0,2,1,2,2,0,0,0.4014537786885869,Dialdehyde (aliphatic),-384.9932556152344,19.007001566656733,ani2x_gasteiger,True,54.59983539689969
104,163,102492303,C#CCCC(=O)C=O,AANFDABGIIHRSD-UHFFFAOYSA-N,2-oxohex-5-ynal,110.11199999999998,0.1677999999999999,34.14,0,2,3,0,2,1,2,2,0,0,0.2945713666721594,Dialdehyde (aliphatic),-382.4983825683594,19.043020865316468,ani2x_gasteiger,True,54.44747272512451
105,76,184830,CCC(C)C(=O)C=O,BJDVEYLUFYKDIQ-UHFFFAOYSA-N,3-methyl-2-oxopentanal,114.14399999999998,0.8005,34.14,0,2,3,0,2,1,2,2,0,0,0.4014537786885869,Dialdehyde (aliphatic),-384.9918518066406,19.146825380348442,ani2x_gasteiger,True,54.00837663383167
106,119,145802,O=CC(=O)C1CC1,PHGZFKPNFFEOIR-UHFFFAOYSA-N,2-cyclopropyl-2-oxoacetaldehyde,98.10099999999998,0.1644,34.14,0,2,2,1,2,1,2,2,0,0,0.3640269868397684,Dialdehyde (cyclic),-344.4501953125,19.161760690224817,ani2x_gasteiger,True,53.94519984246626
107,166,11603089,O=CC#CC=O,AZEBXWRLBFPUTO-UHFFFAOYSA-N,but-2-ynedial,82.05799999999998,-0.6124,34.14,0,2,0,0,2,0,2,2,0,0,0.2882854726214662,Dialdehyde (aliphatic),-303.8775939941406,19.27434001815489,ani2x_gasteiger,True,53.46898603963463
108,107,349972,CC(C)(C)C(=O)C=O,ASONUAQLGIPYMA-UHFFFAOYSA-N,"3,3-dimethyl-2-oxobutanal",114.14399999999998,0.8005,34.14,0,2,1,0,2,1,2,2,0,0,0.3729902867981066,Dialdehyde (aliphatic),-384.9943542480469,19.28625239725829,ani2x_gasteiger,True,53.418596332590674
109,155,10464312,O=CC#CC#CC=O,GIVKRPNKHHQQNH-UHFFFAOYSA-N,"hexa-2,4-diynedial",106.07999999999996,-0.6090000000000002,34.14,0,2,0,0,2,0,2,2,0,0,0.304747052485727,Dialdehyde (aliphatic),-380.0053405761719,19.327691848528346,ani2x_gasteiger,True,53.243306259009614
110,128,20591840,O=CC(=O)CC(=O)C=O,KUJUZIXUQKRHJJ-UHFFFAOYSA-N,"2,4-dioxopentanedial",128.083,-1.0875,68.28,0,4,4,0,4,2,4,4,0,0,0.2739128497560518,Dialdehyde (aliphatic),-493.6555480957031,19.409890911049775,ani2x_gasteiger,True,52.89560185472646
111,4,2778488,CC(=O)CC(=O)C(F)F,XUGVULWHXORSOM-UHFFFAOYSA-N,"1,1-difluoropentane-2,4-dione",136.09699999999998,0.7997000000000001,34.14,0,2,3,0,2,4,2,2,2,0,0.5375245853770366,Fluoro-dialdehyde,-544.1295166015625,17.124998327204725,ani2x_gasteiger,True,52.56076335835958
112,182,20441111,O=CC(=O)P,ITZZANDAXWMXPW-UHFFFAOYSA-N,2-oxo-2-phosphanylacetaldehyde,90.018,-0.4130000000000001,34.14,0,2,1,0,2,0,2,2,0,0,0.248896226535131,Dialdehyde (aliphatic),,19.93962572424639,gasteiger,True,50.65480832253062
113,165,134861881,O=CCCCC=[OH+],SXRSQZLOMIGNAQ-UHFFFAOYSA-O,5-oxopentylideneoxidanium,101.125,0.5303,38.47,0,1,4,0,2,2,2,2,0,2,0.2889740083308861,Dialdehyde (aliphatic),-346.24774169921875,20.043602186184643,ani2x_gasteiger,True,50.214984890866965
114,173,178270791,O=CCCC=[OH+],PCSMJKASWLYICJ-UHFFFAOYSA-O,4-oxobutylideneoxidanium,87.09799999999998,0.1402,38.47,0,1,3,0,2,2,2,2,0,2,0.2739090314996322,Dialdehyde (aliphatic),-306.95062255859375,20.096137751705335,ani2x_gasteiger,True,49.99275793410223
115,141,11412356,CC(=O)C#CC(C)=O,RNSUHNFHYWLYBN-UHFFFAOYSA-N,"hex-3-yne-2,5-dione",110.11199999999998,0.1677999999999998,34.14,0,2,0,0,2,2,2,2,0,0,0.3287495471398463,Dialdehyde (aliphatic),-382.5145263671875,20.23297086260753,ani2x_gasteiger,True,49.41394993005649
116,101,58114481,O=CC(=O)CCF,UFXHWOQVEZUFIN-UHFFFAOYSA-N,4-fluoro-2-oxobutanal,104.07999999999996,0.1139999999999999,34.14,0,2,3,0,2,1,2,2,1,0,0.3759940614485898,Fluoro-dialdehyde,-405.5901184082031,19.129051843587934,ani2x_gasteiger,True,49.0835592067437
117,167,67259533,O=C1CC1=O,MPGMMGPFTLLOGN-UHFFFAOYSA-N,"cyclopropane-1,2-dione",70.047,-0.4717,34.14,0,2,0,1,2,2,2,2,0,0,0.2849495442442598,Dialdehyde (cyclic),-265.8221740722656,20.621490486815063,ani2x_gasteiger,True,47.77050071855024
118,47,439963,O=CCCCC(=O)O,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,5-oxopentanoic acid,116.116,0.4402,54.370000000000005,1,2,4,0,2,2,2,2,0,1,0.4279874042137406,Dialdehyde (aliphatic),-420.91943359375,21.1179644656398,ani2x_gasteiger,True,45.6704014746648
119,9,1112,O=CCCC(=O)O,UIUJIQZEACWQSV-UHFFFAOYSA-N,4-oxobutanoic acid,102.08899999999998,0.0500999999999999,54.37,1,2,3,0,2,2,2,2,0,1,0.5120392189958191,Dialdehyde (aliphatic),-381.6189880371094,21.16744612154236,ani2x_gasteiger,True,45.461092643629684
120,150,554053,COC(=O)CCCC=O,YBTZROCKNUIONO-UHFFFAOYSA-N,methyl 5-oxopentanoate,130.143,0.5286,43.370000000000005,0,3,4,0,2,2,2,2,0,1,0.3164795483713807,Dialdehyde (aliphatic),-460.217529296875,21.226078625924398,ani2x_gasteiger,True,45.21307545970532
121,142,11137279,CCOC(=O)CCCC=O,WUPBOSISFPJABC-UHFFFAOYSA-N,ethyl 5-oxopentanoate,144.17,0.9187,43.370000000000005,0,3,5,0,2,2,2,2,0,1,0.327131207228983,Dialdehyde (aliphatic),-499.5245056152344,21.239357965594262,ani2x_gasteiger,True,45.15690347005544
122,90,83779,COC(=O)CCC=O,DLZVZNAPRCRXEG-UHFFFAOYSA-N,methyl 4-oxobutanoate,116.116,0.1384999999999998,43.370000000000005,0,3,3,0,2,2,2,2,0,1,0.3887867206920583,Dialdehyde (aliphatic),-420.9123840332031,21.275564143847774,ani2x_gasteiger,True,45.0037502922108
123,99,20531819,O=CC(=O)SCl,NTYJSEDFYWLCCL-UHFFFAOYSA-N,S-chloro 2-oxoethanethioate,124.548,0.5988999999999999,34.14,0,3,1,0,2,0,2,2,0,0,0.3792905981389242,Dialdehyde (aliphatic),-1085.4947509765625,23.205492836094663,ani2x_gasteiger,True,45.0
124,191,162393511,[OH+]=CC=[OH+],LEQAOMBKQFMDFZ-UHFFFAOYSA-P,2-oxoniumylideneethylideneoxidanium,60.05200000000001,-0.6641999999999999,42.8,0,0,1,0,2,0,2,2,0,0,0.2188119765984285,Dialdehyde (aliphatic),-228.94630432128906,39.9021885894613,ani2x_gasteiger,True,45.0
125,175,19827565,O=CC(=O)S,GFAOUTQICBDAHN-UHFFFAOYSA-N,2-oxoethanethioic S-acid,90.103,-0.3583000000000001,34.14,1,2,1,0,2,0,2,2,0,0,0.2708939178798124,Dialdehyde (aliphatic),-625.9462280273438,22.215106986903915,ani2x_gasteiger,True,45.0
126,184,134850102,O=C1C=[O+]C1,HYAXWTBXAFPFGU-UHFFFAOYSA-N,oxet-1-ium-3-one,71.055,-0.6963000000000001,28.37,0,1,0,1,2,1,2,2,0,0,0.2107825840138828,Dialdehyde (cyclic),-266.4093933105469,35.291665793904215,ani2x_gasteiger,True,45.0
127,187,91298647,C#CC(=O)C=O,SESSCQLBWANGMZ-UHFFFAOYSA-N,2-oxobut-3-ynal,82.05799999999999,-0.6124,34.14,0,2,1,0,2,0,2,2,0,0,0.182841335865969,Dialdehyde (aliphatic),-303.8787536621094,23.29678646717058,ani2x_gasteiger,True,45.0
128,180,129693563,O=CC(=O)C(=O)S,MMUWUIVTXFEPEH-UHFFFAOYSA-N,"2,3-dioxopropanethioic S-acid",118.113,-0.7892000000000001,51.21,1,3,2,0,3,0,3,3,0,0,0.2236048593379994,Dialdehyde (aliphatic),-739.2277221679688,24.156822137904488,ani2x_gasteiger,True,45.0
129,169,10339,O=CC(=O)C=O,ICQNCHSXWNQIHC-UHFFFAOYSA-N,2-oxopropanedial,86.04599999999999,-1.0467000000000002,51.21,0,3,2,0,3,0,3,3,0,0,0.2446519432687936,Dialdehyde (aliphatic),-341.0433044433594,21.438307670818713,ani2x_gasteiger,True,45.0
130,129,54041244,O=CC(=O)OCl,VBZNVGMIWAGXNM-UHFFFAOYSA-N,chloro 2-oxoacetate,108.48,-0.1177000000000001,43.370000000000005,0,3,1,0,2,0,2,2,0,0,0.3475454657893769,Dialdehyde (aliphatic),-762.4454345703125,30.87188825765174,ani2x_gasteiger,True,45.0
131,181,51035424,OC(C=[OH+])C=[OH+],NVXLIZQNSVLKPO-UHFFFAOYSA-P,(2-hydroxy-3-oxoniumylidenepropylidene)oxidanium,90.078,-1.3033,63.03,1,1,2,0,2,2,2,2,0,0,0.2553824364449828,Dialdehyde (aliphatic),-343.3891296386719,32.287282944565796,ani2x_gasteiger,True,45.0
132,56,23018346,CCC(=O)C(=O)S,KIZNNYSYHSZKQC-UHFFFAOYSA-N,2-oxobutanethioic S-acid,118.157,0.4219,34.14,1,2,2,0,2,1,2,2,0,0,0.4209657556391779,Dialdehyde (aliphatic),-704.5633544921875,22.993550172755857,ani2x_gasteiger,True,45.0
133,32,15560738,CSC(=O)C(C)=O,NHCKWOHEDYQDHP-UHFFFAOYSA-N,S-methyl 2-oxopropanethioate,118.15699999999998,0.4649999999999999,34.14,0,3,1,0,2,1,2,2,0,0,0.4690870076183278,Dialdehyde (aliphatic),-704.5679931640625,22.9899518081506,ani2x_gasteiger,True,45.0
134,103,18364271,CC(=O)C(=O)S,UHTFUJYSNZPDEN-UHFFFAOYSA-N,2-oxopropanethioic S-acid,104.12999999999998,0.0317999999999999,34.14,1,2,1,0,2,1,2,2,0,0,0.3759812556973594,Dialdehyde (aliphatic),-665.2666625976562,22.839626749638906,ani2x_gasteiger,True,45.0
135,51,174728040,CC(F)(F)CC(=O)C=O,QTZMTCTZPLJWQA-UHFFFAOYSA-N,"4,4-difluoro-2-oxopentanal",136.09699999999998,0.7997000000000001,34.14,0,2,3,0,2,1,2,2,2,0,0.424444093331381,Fluoro-dialdehyde,-544.132568359375,19.304712157281923,ani2x_gasteiger,True,43.340511015491664
136,130,196091,O=CC(=O)CF,IOVSXLWBCYTLNG-UHFFFAOYSA-N,3-fluoro-2-oxopropanal,90.05300000000001,-0.2761000000000001,34.14,0,2,2,0,2,1,2,2,1,0,0.3450426035369107,Fluoro-dialdehyde,-366.2773742675781,20.678341805295,ani2x_gasteiger,True,42.530018002343766
137,113,21197420,O=CC(F)(F)C=O,ZLQCRORFLSOUFF-UHFFFAOYSA-N,"2,2-difluoropropanedial",108.043,0.0195,34.14,0,2,2,0,2,2,2,2,2,0,0.3688011591977829,Fluoro-dialdehyde,-465.4927673339844,19.613744521419786,ani2x_gasteiger,True,42.03329520571574
138,115,151611698,CC(F)C(=O)C=O,QMQDDGMUFCFMBO-UHFFFAOYSA-N,3-fluoro-2-oxobutanal,104.08,0.1123999999999999,34.14,0,2,2,0,2,1,2,2,1,0,0.3678421946698121,Fluoro-dialdehyde,-405.5897216796875,20.833313024139233,ani2x_gasteiger,True,41.87448527877746
139,80,88107893,CCC(F)C(=O)C=O,NCLOEROZTIHFTH-UHFFFAOYSA-N,3-fluoro-2-oxopentanal,118.107,0.5025000000000001,34.14,0,2,3,0,2,1,2,2,1,0,0.399207155441389,Fluoro-dialdehyde,-444.8929748535156,20.84784625866455,ani2x_gasteiger,True,41.81300927773894
140,52,6956,NC(=O)c1ccccc1C(N)=O,NAYYNDKKHOIIOD-UHFFFAOYSA-N,"benzene-1,2-dicarboxamide",164.164,-0.1156,86.18,2,2,2,1,2,0,2,2,0,0,0.6381913843399303,Dialdehyde (cyclic),-569.5084838867188,24.900998876562987,ani2x_gasteiger,True,40.5
141,188,90915481,O=CC(=O)C(=O)PCP,ACOWAOALLRYECL-UHFFFAOYSA-N,"2,3-dioxo-3-(phosphanylmethylphosphanyl)propanal",164.03699999999998,-0.2079000000000002,51.21,0,3,4,0,3,0,3,3,0,0,0.2498238521329955,Dialdehyde (aliphatic),,22.741798751358566,gasteiger,True,40.5
142,190,57243283,O=CC(=O)C[P+](O)(O)O,GQWWQNZOZXWWBI-UHFFFAOYSA-N,"2,3-dioxopropyl(trihydroxy)phosphanium",153.05,-1.5061000000000002,94.83,3,5,3,0,2,1,2,2,0,0,0.2601539798732418,Dialdehyde (aliphatic),,21.466818607342656,gasteiger,True,40.5
143,139,11915,O=C(O)C(=O)c1ccccc1,FAQJJMHZNSSFSM-UHFFFAOYSA-N,2-oxo-2-phenylacetic acid,150.13299999999998,0.9539,54.370000000000005,1,2,2,1,2,0,2,2,0,0,0.5041162995989998,Dialdehyde (cyclic),-533.9984741210938,32.315917267493624,ani2x_gasteiger,True,40.5
144,38,997,O=C(O)C(=O)Cc1ccccc1,BTNMPGBKDVTSJY-UHFFFAOYSA-N,2-oxo-3-phenylpropanoic acid,164.15999999999997,0.8828,54.370000000000005,1,2,3,1,2,1,2,2,0,0,0.6745421484364059,Dialdehyde (cyclic),-573.2974853515625,30.78588924732842,ani2x_gasteiger,True,40.5
145,143,144339392,O=CC(=O)OF,SVHCMSCASFSLDG-UHFFFAOYSA-N,fluoro 2-oxoacetate,92.025,-0.3870000000000001,43.370000000000005,0,3,1,0,2,0,2,2,1,0,0.3265982316228993,Fluoro-dialdehyde,-402.0770263671875,32.08735702463832,ani2x_gasteiger,True,40.0
146,117,134344729,O=CCC(=O)OF,FUOQFWJXQNIVFG-UHFFFAOYSA-N,fluoro 3-oxopropanoate,106.052,0.0030999999999999,43.370000000000005,0,3,2,0,2,2,2,2,1,1,0.3673696684919029,Fluoro-dialdehyde,-441.3880920410156,24.305978937985167,ani2x_gasteiger,True,40.0
147,88,54127989,CC(=O)C(F)(F)C=O,NSIFGFWJJQVOBE-UHFFFAOYSA-N,"2,2-difluoro-3-oxobutanal",122.07,0.4095999999999999,34.14,0,2,2,0,2,3,2,2,2,0,0.39233248631193,Fluoro-dialdehyde,-504.81292724609375,20.110111257910194,ani2x_gasteiger,True,39.933649599996336
148,8,12666451,CC(=O)C(F)(F)C(C)=O,XVYFWBWYEAQLJC-UHFFFAOYSA-N,"3,3-difluoropentane-2,4-dione",136.09699999999998,0.7997,34.14,0,2,2,0,2,4,2,2,2,0,0.5259322443206755,Fluoro-dialdehyde,-544.1325073242188,20.606434340225434,ani2x_gasteiger,True,37.83418865269647
149,59,121318252,O=CC(=O)C(F)CCF,XGCFJMRGJBWJRI-UHFFFAOYSA-N,"3,5-difluoro-2-oxopentanal",136.09699999999998,0.4521,34.14,0,2,4,0,2,1,2,2,2,0,0.4150831809721078,Fluoro-dialdehyde,-544.0988159179688,20.853662095317137,ani2x_gasteiger,True,36.78840812102662
150,50,88107593,CCC(F)(F)C(=O)C=O,YORVNBROCXVDLZ-UHFFFAOYSA-N,"3,3-difluoro-2-oxopentanal",136.09699999999998,0.7997000000000001,34.14,0,2,3,0,2,1,2,2,2,0,0.424444093331381,Fluoro-dialdehyde,-544.1211547851562,22.763559603310394,ani2x_gasteiger,True,35.0
151,114,154514858,O=CC(=O)C(F)F,LFQGGLARHKGBKC-UHFFFAOYSA-N,"3,3-difluoro-2-oxopropanal",108.043,0.0194999999999998,34.14,0,2,2,0,2,1,2,2,2,0,0.3688011591977828,Fluoro-dialdehyde,-465.49566650390625,22.596612077571056,ani2x_gasteiger,True,35.0
152,105,2779024,O=CC(=O)C(F)(F)F,CNQOORHYEKAWRC-UHFFFAOYSA-N,"3,3,3-trifluoro-2-oxopropanal",126.03300000000002,0.3166999999999998,34.14,0,2,1,0,2,1,2,2,3,0,0.3741066845926024,Fluoro-dialdehyde,-564.7280883789062,24.652856703435322,ani2x_gasteiger,True,30.0
153,164,18991945,O=CC(F)(F)C(F)(F)C=O,GUQZKIJKYQFRNH-UHFFFAOYSA-N,"2,2,3,3-tetrafluorobutanedial",158.04999999999998,0.6548,34.14,0,2,3,0,2,2,2,2,4,0,0.4460946242598448,Fluoro-dialdehyde,-703.2322387695312,19.55117443905032,ani2x_gasteiger,True,27.79796845804816
154,171,87816186,O=CC(=O)C(F)C(F)CF,ITPHKXUVAWBZSW-UHFFFAOYSA-N,"3,4,5-trifluoro-2-oxopentanal",154.08699999999996,0.4001000000000001,34.14,0,2,4,0,2,1,2,2,3,0,0.4335145705722417,Fluoro-dialdehyde,-643.3073120117188,21.012820256101826,ani2x_gasteiger,True,26.615164512341714
